,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
31971,38,admin.,divorced,secondary,no,3834,yes,no,cellular,13,apr,363,2,327,1,failure,no
31973,43,blue-collar,married,primary,no,1288,yes,no,cellular,13,apr,136,1,334,1,failure,no
31975,38,blue-collar,married,secondary,no,1663,yes,no,cellular,13,apr,217,3,327,1,failure,no
31976,42,blue-collar,married,primary,no,7735,yes,no,cellular,13,apr,166,1,144,2,failure,no
31977,41,technician,married,tertiary,no,816,yes,yes,cellular,13,apr,520,2,319,1,failure,no
31979,37,entrepreneur,single,tertiary,no,-961,no,no,cellular,13,apr,294,1,-1,0,unknown,no
31980,40,blue-collar,married,primary,no,3090,yes,no,cellular,13,apr,664,1,-1,0,unknown,no
31982,34,management,married,tertiary,no,1116,yes,no,cellular,13,apr,120,1,262,5,failure,no
31989,41,admin.,married,secondary,no,5110,yes,no,cellular,13,apr,231,1,-1,0,unknown,no
31995,56,blue-collar,married,primary,no,2765,no,no,cellular,13,apr,222,3,-1,0,unknown,no
31996,26,management,single,tertiary,no,-3,no,no,cellular,13,apr,1022,2,-1,0,unknown,yes
31999,33,management,single,tertiary,no,215,yes,no,cellular,13,apr,1058,1,17,1,failure,no
32002,52,blue-collar,married,secondary,no,543,yes,no,cellular,13,apr,211,2,-1,0,unknown,no
32008,35,blue-collar,married,tertiary,no,5271,yes,no,cellular,14,apr,119,2,-1,0,unknown,no
32011,33,blue-collar,married,secondary,no,91,yes,no,cellular,14,apr,283,2,-1,0,unknown,no
32018,32,services,single,secondary,no,758,yes,no,cellular,14,apr,262,1,-1,0,unknown,no
32020,35,blue-collar,married,secondary,no,120,yes,no,cellular,14,apr,269,3,328,1,failure,no
32023,34,management,married,tertiary,no,703,yes,no,cellular,14,apr,342,1,-1,0,unknown,yes
32024,41,management,married,tertiary,no,-456,no,no,cellular,14,apr,427,4,144,1,failure,no
32035,34,management,single,tertiary,no,2646,no,no,cellular,14,apr,142,1,-1,0,unknown,yes
32056,25,management,single,tertiary,no,702,no,no,cellular,14,apr,163,2,-1,0,unknown,no
32058,61,self-employed,divorced,tertiary,no,6,yes,no,cellular,14,apr,133,2,-1,0,unknown,yes
32067,33,blue-collar,single,secondary,no,1254,yes,no,cellular,14,apr,584,1,-1,0,unknown,no
32072,30,unemployed,married,tertiary,no,330,no,no,cellular,14,apr,111,1,-1,0,unknown,yes
32077,43,blue-collar,married,primary,no,2273,yes,no,cellular,14,apr,424,2,147,3,failure,no
32082,56,technician,married,secondary,no,3931,no,no,cellular,14,apr,115,1,-1,0,unknown,no
32084,36,blue-collar,married,secondary,no,325,no,no,cellular,14,apr,119,2,337,2,failure,no
32088,29,unemployed,single,secondary,no,25,no,no,cellular,14,apr,207,2,-1,0,unknown,yes
32089,78,unknown,married,unknown,no,2235,no,no,telephone,14,apr,300,3,-1,0,unknown,yes
32093,59,blue-collar,married,secondary,no,681,yes,no,telephone,14,apr,427,2,-1,0,unknown,no
32097,52,services,married,secondary,no,2904,yes,no,cellular,15,apr,201,6,272,3,failure,no
32100,52,management,married,tertiary,no,1944,yes,no,cellular,15,apr,238,3,323,2,failure,no
32103,39,blue-collar,married,secondary,no,-145,yes,no,cellular,15,apr,1372,4,-1,0,unknown,no
32123,46,management,married,secondary,no,4105,yes,no,cellular,15,apr,115,3,258,2,failure,no
32125,32,technician,single,secondary,no,674,yes,yes,cellular,15,apr,169,1,316,3,failure,no
32135,33,blue-collar,married,secondary,no,215,no,no,cellular,15,apr,166,1,-1,0,unknown,no
32139,38,admin.,married,tertiary,no,293,no,no,cellular,15,apr,85,1,-1,0,unknown,no
32141,33,admin.,married,secondary,no,855,no,no,cellular,15,apr,110,1,-1,0,unknown,yes
32147,41,blue-collar,married,secondary,no,217,yes,no,cellular,15,apr,375,2,344,1,failure,no
32148,32,services,single,secondary,no,133,no,no,cellular,15,apr,171,1,-1,0,unknown,yes
32153,70,retired,married,unknown,no,853,no,no,cellular,15,apr,120,1,-1,0,unknown,no
32159,31,services,single,secondary,no,205,yes,no,cellular,15,apr,465,1,-1,0,unknown,no
32161,36,admin.,single,secondary,no,11174,yes,no,cellular,15,apr,953,1,-1,0,unknown,yes
32177,31,management,single,tertiary,no,0,yes,no,cellular,15,apr,185,2,-1,0,unknown,no
32187,34,technician,single,secondary,no,2660,yes,no,cellular,15,apr,158,2,329,1,failure,no
32190,37,management,single,tertiary,no,876,yes,no,cellular,15,apr,140,4,327,2,failure,no
32192,56,blue-collar,married,primary,no,3498,no,no,cellular,15,apr,264,2,-1,0,unknown,yes
32196,35,management,divorced,tertiary,no,26,no,no,cellular,16,apr,78,2,-1,0,unknown,yes
32198,59,management,divorced,tertiary,no,893,yes,no,cellular,16,apr,206,4,-1,0,unknown,no
32200,51,housemaid,married,unknown,no,2337,yes,no,cellular,16,apr,251,2,266,3,other,yes
32201,33,services,married,secondary,no,1397,yes,no,cellular,16,apr,370,1,146,3,failure,no
32207,32,self-employed,single,secondary,no,202,yes,no,cellular,16,apr,827,1,149,1,failure,no
32211,67,retired,married,primary,no,2301,no,no,cellular,16,apr,124,1,-1,0,unknown,no
32216,29,admin.,divorced,secondary,no,589,yes,no,telephone,16,apr,262,6,316,1,other,no
32219,49,blue-collar,divorced,secondary,no,-464,yes,no,cellular,16,apr,82,1,-1,0,unknown,no
32222,43,blue-collar,married,primary,no,985,yes,no,cellular,16,apr,35,1,-1,0,unknown,no
32235,37,management,single,tertiary,no,-670,yes,no,cellular,16,apr,240,1,-1,0,unknown,no
32242,29,blue-collar,single,secondary,no,13654,yes,yes,cellular,16,apr,528,1,-1,0,unknown,no
32244,38,admin.,married,secondary,no,1933,yes,no,cellular,16,apr,622,1,-1,0,unknown,no
32247,50,blue-collar,married,secondary,no,825,yes,no,cellular,16,apr,18,3,273,1,failure,no
32249,35,services,single,secondary,no,1063,yes,yes,cellular,16,apr,327,1,-1,0,unknown,no
32250,23,blue-collar,married,primary,no,1158,yes,no,cellular,16,apr,743,1,-1,0,unknown,no
32252,30,management,single,tertiary,no,726,yes,no,cellular,16,apr,39,1,342,3,failure,no
32254,26,blue-collar,single,secondary,no,2669,yes,no,cellular,16,apr,242,1,-1,0,unknown,no
32257,37,management,single,secondary,no,8311,yes,no,cellular,16,apr,474,2,-1,0,unknown,no
32266,31,services,divorced,secondary,no,81,yes,no,cellular,16,apr,139,1,-1,0,unknown,no
32280,37,management,single,unknown,no,504,yes,no,cellular,16,apr,555,1,-1,0,unknown,no
32283,51,management,single,tertiary,no,2523,yes,no,cellular,16,apr,150,1,-1,0,unknown,no
32290,34,management,single,unknown,no,1534,yes,no,cellular,16,apr,156,1,147,7,other,no
32293,33,self-employed,single,tertiary,no,1354,yes,no,cellular,16,apr,270,1,147,2,failure,no
32297,35,management,divorced,tertiary,no,3751,yes,no,cellular,16,apr,75,2,-1,0,unknown,no
32299,37,unemployed,divorced,tertiary,no,1592,yes,no,cellular,16,apr,60,1,-1,0,unknown,no
32313,38,technician,married,tertiary,no,1004,yes,no,cellular,16,apr,444,2,-1,0,unknown,no
32316,41,blue-collar,married,primary,no,795,yes,yes,cellular,16,apr,150,1,-1,0,unknown,no
32319,45,management,divorced,secondary,no,1144,yes,no,cellular,16,apr,129,1,-1,0,unknown,no
32321,74,retired,married,secondary,no,3771,no,no,telephone,16,apr,159,1,-1,0,unknown,no
32325,30,blue-collar,single,secondary,no,445,yes,no,cellular,16,apr,218,1,330,2,failure,no
32330,36,management,married,tertiary,no,753,no,no,cellular,16,apr,76,4,-1,0,unknown,no
32346,38,blue-collar,divorced,secondary,no,614,yes,no,cellular,16,apr,314,2,331,1,failure,no
32353,48,management,single,tertiary,no,430,yes,no,cellular,16,apr,44,1,-1,0,unknown,no
32362,31,admin.,married,secondary,no,297,yes,no,cellular,16,apr,357,2,-1,0,unknown,no
32363,49,blue-collar,married,primary,no,1019,yes,no,cellular,16,apr,285,5,-1,0,unknown,no
32364,36,technician,single,secondary,no,2511,yes,no,cellular,16,apr,700,5,-1,0,unknown,yes
32370,50,services,married,secondary,no,-197,yes,no,cellular,16,apr,125,2,-1,0,unknown,no
32371,35,technician,married,secondary,no,783,yes,no,cellular,16,apr,772,4,-1,0,unknown,no
32374,47,management,married,secondary,no,5012,yes,no,cellular,16,apr,262,2,-1,0,unknown,no
32379,36,blue-collar,married,secondary,no,1790,yes,no,cellular,16,apr,386,2,-1,0,unknown,no
32382,31,management,single,tertiary,no,319,yes,no,cellular,16,apr,302,2,248,2,failure,no
32385,35,admin.,divorced,secondary,no,951,yes,no,cellular,16,apr,567,2,-1,0,unknown,no
32387,42,blue-collar,married,primary,no,560,yes,yes,cellular,16,apr,122,4,149,2,failure,no
32388,36,technician,married,tertiary,no,4596,yes,no,cellular,16,apr,901,2,-1,0,unknown,yes
32393,35,services,married,tertiary,no,6,yes,yes,cellular,16,apr,316,2,-1,0,unknown,no
32404,32,management,single,secondary,no,301,yes,no,cellular,16,apr,383,3,345,1,failure,no
32409,40,blue-collar,married,primary,no,-214,yes,no,cellular,16,apr,348,2,266,1,other,no
32410,43,blue-collar,married,primary,no,601,yes,no,cellular,16,apr,792,2,-1,0,unknown,no
32417,32,blue-collar,married,primary,no,5511,no,no,cellular,16,apr,408,2,231,16,other,no
32422,31,admin.,married,secondary,no,4457,yes,no,cellular,16,apr,225,1,146,4,success,no
32423,30,technician,single,secondary,no,411,yes,no,cellular,16,apr,948,1,-1,0,unknown,no
32424,54,technician,married,secondary,no,3994,no,yes,cellular,16,apr,299,2,-1,0,unknown,yes
32431,39,services,divorced,secondary,no,2140,yes,no,cellular,16,apr,539,1,-1,0,unknown,no
32432,41,admin.,single,secondary,no,431,yes,no,cellular,16,apr,258,1,-1,0,unknown,no
32438,24,blue-collar,single,secondary,no,630,yes,no,cellular,16,apr,296,1,-1,0,unknown,no
32452,42,self-employed,married,tertiary,no,52,yes,no,cellular,16,apr,432,1,-1,0,unknown,no
32463,28,student,single,tertiary,no,844,no,no,cellular,16,apr,551,2,-1,0,unknown,yes
32465,44,management,married,tertiary,no,38,yes,no,telephone,16,apr,201,2,330,8,other,no
32466,53,management,married,tertiary,no,1319,yes,no,cellular,16,apr,427,1,150,1,failure,no
32483,36,entrepreneur,married,secondary,no,660,yes,yes,cellular,17,apr,430,1,-1,0,unknown,no
32494,42,blue-collar,divorced,secondary,no,1118,yes,no,cellular,17,apr,620,1,-1,0,unknown,no
32496,41,services,married,secondary,no,121,yes,no,cellular,17,apr,41,1,324,1,other,no
32498,33,services,single,secondary,no,1940,yes,no,cellular,17,apr,239,3,329,2,failure,no
32506,54,blue-collar,married,primary,no,1895,yes,no,cellular,17,apr,345,1,-1,0,unknown,no
32516,44,blue-collar,married,secondary,no,788,yes,no,cellular,17,apr,392,1,-1,0,unknown,no
32527,37,services,married,secondary,no,616,yes,no,cellular,17,apr,18,1,-1,0,unknown,no
32530,46,blue-collar,married,secondary,no,450,yes,no,cellular,17,apr,198,1,-1,0,unknown,no
32532,64,retired,married,primary,no,493,no,no,cellular,17,apr,108,1,-1,0,unknown,no
32536,39,admin.,married,primary,no,510,yes,no,cellular,17,apr,155,1,-1,0,unknown,no
32537,36,blue-collar,married,primary,no,442,yes,no,cellular,17,apr,238,1,326,3,failure,no
32540,38,admin.,single,secondary,no,245,yes,yes,cellular,17,apr,71,2,345,2,success,no
32541,50,blue-collar,married,secondary,no,181,yes,no,cellular,17,apr,599,2,-1,0,unknown,no
32550,33,admin.,married,secondary,no,7,yes,no,cellular,17,apr,612,1,148,1,failure,no
32570,31,services,married,secondary,no,-163,yes,no,cellular,17,apr,135,1,270,2,failure,no
32573,34,blue-collar,married,secondary,no,2595,yes,yes,cellular,17,apr,126,1,336,2,other,no
32580,34,technician,married,secondary,no,-126,yes,no,cellular,17,apr,292,2,-1,0,unknown,no
32582,29,technician,single,secondary,no,32,yes,yes,cellular,17,apr,514,1,-1,0,unknown,no
32584,24,blue-collar,married,secondary,no,9,yes,yes,cellular,17,apr,468,1,-1,0,unknown,no
32585,32,management,divorced,tertiary,no,294,yes,no,cellular,17,apr,1095,1,274,5,success,yes
32593,31,blue-collar,married,secondary,no,658,yes,yes,cellular,17,apr,268,1,270,1,failure,no
32598,29,blue-collar,married,secondary,no,314,yes,yes,cellular,17,apr,357,1,-1,0,unknown,no
32610,43,admin.,married,secondary,no,214,yes,no,telephone,17,apr,421,2,324,24,failure,no
32613,36,management,single,tertiary,yes,-508,yes,no,cellular,17,apr,832,2,-1,0,unknown,no
32620,30,blue-collar,single,unknown,no,306,yes,no,cellular,17,apr,314,1,-1,0,unknown,no
32631,36,entrepreneur,married,secondary,no,302,yes,no,cellular,17,apr,112,1,-1,0,unknown,no
32642,48,blue-collar,married,secondary,no,1143,yes,no,cellular,17,apr,264,1,317,1,failure,no
32648,33,blue-collar,single,secondary,no,3975,yes,yes,cellular,17,apr,515,1,150,1,other,no
32651,55,services,married,secondary,no,2990,yes,no,cellular,17,apr,83,1,-1,0,unknown,no
32658,44,entrepreneur,married,secondary,no,887,yes,no,cellular,17,apr,519,1,14,2,failure,no
32663,28,services,single,secondary,no,437,yes,yes,cellular,17,apr,219,1,322,2,failure,no
32682,54,admin.,married,secondary,no,426,yes,no,cellular,17,apr,74,2,323,1,failure,no
32688,56,services,single,secondary,no,1222,yes,yes,cellular,17,apr,754,1,-1,0,unknown,no
32689,74,management,married,tertiary,no,4515,no,no,telephone,17,apr,1161,5,-1,0,unknown,no
32698,30,admin.,single,secondary,no,69,yes,no,cellular,17,apr,997,1,-1,0,unknown,yes
32708,48,blue-collar,single,primary,no,185,yes,no,cellular,17,apr,193,1,-1,0,unknown,no
32715,40,blue-collar,married,secondary,no,1028,yes,yes,cellular,17,apr,319,1,-1,0,unknown,no
32716,46,blue-collar,married,secondary,no,229,yes,no,cellular,17,apr,191,1,-1,0,unknown,no
32720,34,admin.,married,secondary,no,1467,yes,no,cellular,17,apr,113,1,332,2,failure,no
32723,48,technician,single,secondary,no,540,yes,no,cellular,17,apr,106,1,-1,0,unknown,no
32732,49,management,married,tertiary,no,5795,yes,no,cellular,17,apr,75,1,-1,0,unknown,no
32733,32,blue-collar,married,secondary,no,7107,yes,no,cellular,17,apr,882,2,-1,0,unknown,no
32737,30,blue-collar,married,secondary,no,1171,yes,no,cellular,17,apr,45,7,324,2,failure,no
32748,47,management,married,tertiary,no,385,yes,no,cellular,17,apr,145,1,323,4,failure,no
32754,41,technician,single,tertiary,no,445,yes,no,cellular,17,apr,138,1,267,1,failure,no
32762,31,technician,married,tertiary,no,1990,yes,yes,cellular,17,apr,316,2,339,1,other,no
32768,30,blue-collar,married,secondary,no,246,yes,no,cellular,17,apr,191,1,150,7,failure,no
32773,38,admin.,married,secondary,no,424,yes,no,cellular,17,apr,279,1,-1,0,unknown,no
32777,35,blue-collar,married,secondary,no,2200,yes,no,cellular,17,apr,14,1,-1,0,unknown,no
32783,34,blue-collar,married,secondary,no,678,yes,no,cellular,17,apr,278,1,-1,0,unknown,no
32784,35,blue-collar,single,secondary,no,270,yes,no,cellular,17,apr,216,1,-1,0,unknown,no
32785,35,admin.,married,secondary,no,437,yes,no,cellular,17,apr,123,1,-1,0,unknown,no
32787,32,unemployed,single,secondary,no,199,yes,no,cellular,17,apr,70,1,336,1,failure,no
32791,61,retired,divorced,primary,no,876,no,no,cellular,17,apr,40,9,-1,0,unknown,no
32799,45,blue-collar,married,primary,no,2348,yes,no,cellular,17,apr,492,1,148,1,other,no
32802,71,retired,married,primary,no,2988,no,no,telephone,17,apr,130,1,-1,0,unknown,yes
32803,36,services,single,secondary,no,92,yes,no,cellular,17,apr,36,1,-1,0,unknown,no
32805,40,admin.,married,secondary,no,824,yes,no,cellular,17,apr,359,1,-1,0,unknown,no
32820,24,blue-collar,married,secondary,no,-220,yes,no,cellular,17,apr,401,1,15,1,failure,no
32822,32,services,single,secondary,no,671,yes,no,cellular,17,apr,237,2,345,3,failure,no
32826,42,services,married,secondary,no,1545,yes,no,cellular,17,apr,426,3,323,3,failure,no
32831,30,blue-collar,single,secondary,no,1224,yes,no,cellular,17,apr,196,2,-1,0,unknown,no
32832,52,admin.,divorced,secondary,no,340,yes,no,cellular,17,apr,463,1,344,1,failure,no
32834,27,blue-collar,single,secondary,no,-116,yes,yes,cellular,17,apr,432,2,343,1,failure,no
32846,45,technician,married,secondary,no,396,yes,no,cellular,17,apr,266,4,-1,0,unknown,no
32849,35,management,married,tertiary,no,193,yes,no,cellular,17,apr,402,1,-1,0,unknown,no
32850,30,admin.,single,tertiary,no,739,yes,no,cellular,17,apr,297,1,-1,0,unknown,no
32852,38,technician,married,secondary,no,710,yes,no,cellular,17,apr,196,1,346,3,failure,no
32858,30,blue-collar,married,secondary,no,393,yes,no,cellular,17,apr,1034,2,-1,0,unknown,no
32862,28,admin.,married,secondary,no,254,no,yes,cellular,17,apr,333,3,-1,0,unknown,no
32868,33,technician,married,secondary,no,806,no,no,cellular,17,apr,108,1,-1,0,unknown,yes
32881,30,entrepreneur,married,primary,no,495,yes,no,cellular,17,apr,384,2,-1,0,unknown,no
32886,60,retired,divorced,tertiary,no,381,yes,no,cellular,17,apr,208,2,344,4,failure,no
32897,34,blue-collar,married,primary,no,3986,yes,no,cellular,17,apr,345,2,-1,0,unknown,no
32906,31,technician,single,secondary,no,102,yes,no,telephone,17,apr,460,2,345,2,failure,no
32913,35,management,single,tertiary,no,633,yes,no,cellular,17,apr,128,3,-1,0,unknown,no
32914,32,blue-collar,married,primary,no,-56,yes,yes,cellular,17,apr,405,2,305,20,other,no
32915,42,blue-collar,married,secondary,no,705,yes,no,cellular,17,apr,52,2,-1,0,unknown,no
32917,37,blue-collar,divorced,secondary,no,752,yes,no,cellular,17,apr,153,3,-1,0,unknown,no
32919,40,blue-collar,married,secondary,no,679,yes,no,cellular,17,apr,642,2,304,1,failure,no
32927,35,blue-collar,married,secondary,no,603,yes,no,cellular,17,apr,474,2,-1,0,unknown,no
32929,37,management,married,tertiary,no,860,yes,no,cellular,17,apr,818,2,332,15,failure,no
32930,34,blue-collar,married,primary,no,170,yes,yes,telephone,17,apr,599,4,275,7,other,no
32937,32,technician,single,secondary,no,28,yes,no,cellular,17,apr,598,1,150,1,failure,no
32938,27,management,single,tertiary,no,2821,yes,no,cellular,17,apr,186,2,-1,0,unknown,no
32944,46,services,divorced,primary,no,3854,yes,no,cellular,17,apr,541,2,150,4,other,no
32947,35,management,married,tertiary,no,451,yes,no,cellular,17,apr,220,6,-1,0,unknown,no
32957,40,technician,married,secondary,no,96,yes,yes,cellular,17,apr,276,2,326,2,failure,no
32960,34,management,single,tertiary,no,-444,yes,yes,cellular,17,apr,129,2,148,4,other,no
32961,35,blue-collar,married,primary,no,443,yes,no,cellular,17,apr,185,2,316,3,other,no
32962,70,retired,married,secondary,no,1024,no,no,cellular,17,apr,278,1,-1,0,unknown,no
32969,31,blue-collar,married,secondary,no,505,yes,no,cellular,17,apr,218,4,329,2,other,no
32970,39,services,married,secondary,no,946,yes,no,cellular,17,apr,295,2,-1,0,unknown,no
32982,40,management,married,secondary,no,643,yes,no,cellular,17,apr,74,2,256,1,failure,no
32987,38,admin.,married,secondary,no,326,yes,no,cellular,17,apr,69,2,-1,0,unknown,no
32993,29,blue-collar,married,secondary,no,577,yes,no,telephone,17,apr,501,3,331,10,other,no
32994,32,housemaid,married,secondary,no,30,yes,no,cellular,17,apr,245,5,-1,0,unknown,no
33003,45,blue-collar,married,unknown,no,349,yes,no,cellular,17,apr,179,2,336,2,other,no
33012,35,technician,single,secondary,no,362,yes,no,cellular,17,apr,54,2,-1,0,unknown,no
33015,51,blue-collar,married,secondary,no,1329,yes,yes,telephone,17,apr,150,2,287,2,failure,no
33017,74,retired,married,secondary,no,921,no,no,telephone,17,apr,394,2,-1,0,unknown,yes
33033,37,technician,single,tertiary,no,6889,yes,no,cellular,17,apr,108,2,147,1,failure,no
33035,35,entrepreneur,single,tertiary,no,1295,yes,no,cellular,17,apr,952,2,73,1,failure,no
33041,47,blue-collar,married,secondary,no,1203,yes,no,cellular,17,apr,239,2,-1,0,unknown,no
33051,32,technician,married,secondary,no,94,yes,no,cellular,17,apr,1013,2,-1,0,unknown,no
33053,58,retired,married,primary,no,1351,yes,no,telephone,17,apr,392,3,-1,0,unknown,no
33056,30,admin.,single,secondary,no,613,yes,no,cellular,17,apr,180,2,302,1,failure,no
33057,59,management,married,tertiary,no,82,yes,no,cellular,17,apr,324,4,-1,0,unknown,no
33071,24,blue-collar,single,secondary,no,-424,yes,no,cellular,20,apr,10,6,-1,0,unknown,no
33088,42,blue-collar,married,unknown,no,732,yes,no,telephone,20,apr,33,1,339,1,failure,no
33095,50,entrepreneur,married,primary,no,431,yes,no,cellular,20,apr,12,5,-1,0,unknown,no
33111,32,services,single,secondary,no,808,yes,no,cellular,20,apr,322,1,-1,0,unknown,no
33112,31,management,divorced,tertiary,no,1742,yes,no,cellular,20,apr,156,1,-1,0,unknown,no
33121,34,blue-collar,single,secondary,no,0,yes,no,cellular,20,apr,525,1,-1,0,unknown,no
33122,32,blue-collar,single,secondary,no,3044,yes,no,cellular,20,apr,533,1,-1,0,unknown,no
33124,61,management,single,tertiary,no,2,no,no,cellular,20,apr,122,3,-1,0,unknown,no
33127,37,blue-collar,married,primary,no,15,yes,yes,cellular,20,apr,136,3,-1,0,unknown,no
33137,57,admin.,married,primary,no,202,yes,no,cellular,20,apr,207,1,346,2,failure,no
33158,35,technician,married,secondary,no,8,yes,yes,cellular,20,apr,19,6,-1,0,unknown,no
33161,50,blue-collar,married,primary,no,3304,yes,no,cellular,20,apr,218,1,-1,0,unknown,no
33171,28,unemployed,married,secondary,no,1,no,no,cellular,20,apr,128,1,-1,0,unknown,no
33172,53,admin.,married,secondary,no,225,yes,no,cellular,20,apr,304,1,340,1,failure,no
33174,30,management,married,tertiary,no,860,yes,no,cellular,20,apr,185,1,-1,0,unknown,no
33181,35,technician,single,tertiary,no,1924,yes,no,cellular,20,apr,285,1,-1,0,unknown,no
33190,57,retired,married,primary,no,-384,yes,yes,telephone,20,apr,534,1,-1,0,unknown,no
33194,33,technician,single,secondary,no,235,yes,no,cellular,20,apr,352,1,-1,0,unknown,no
33201,34,blue-collar,married,primary,no,1217,yes,no,cellular,20,apr,142,2,328,3,failure,no
33202,29,admin.,single,secondary,no,127,yes,yes,cellular,20,apr,314,1,-1,0,unknown,no
33203,35,management,single,tertiary,no,1422,yes,yes,cellular,20,apr,28,7,272,3,other,no
33221,36,entrepreneur,married,secondary,no,13,yes,no,cellular,20,apr,98,3,-1,0,unknown,no
33223,33,blue-collar,single,primary,no,910,yes,no,cellular,20,apr,42,1,-1,0,unknown,no
33225,35,blue-collar,married,secondary,no,0,yes,yes,cellular,20,apr,123,3,-1,0,unknown,no
33233,35,blue-collar,married,secondary,no,360,yes,no,telephone,20,apr,24,1,152,3,failure,no
33236,35,admin.,married,secondary,no,1345,yes,no,cellular,20,apr,163,1,271,1,failure,no
33239,39,blue-collar,married,secondary,no,2299,yes,no,cellular,20,apr,450,1,271,1,failure,no
33241,48,services,married,primary,no,0,yes,no,cellular,20,apr,90,2,259,1,failure,no
33246,31,blue-collar,single,secondary,no,88,yes,no,cellular,20,apr,21,5,-1,0,unknown,no
33250,41,admin.,married,secondary,no,67,no,no,cellular,20,apr,185,2,150,2,failure,no
33252,33,technician,single,secondary,no,4240,yes,no,cellular,20,apr,508,1,-1,0,unknown,no
33253,28,self-employed,married,tertiary,no,232,yes,yes,cellular,20,apr,219,1,-1,0,unknown,no
33254,38,blue-collar,married,secondary,no,730,yes,no,cellular,20,apr,19,5,328,8,other,no
33256,34,technician,married,secondary,no,-228,yes,no,cellular,20,apr,187,3,332,3,other,no
33259,48,services,married,secondary,no,440,yes,no,cellular,20,apr,611,1,312,1,failure,no
33260,46,management,married,tertiary,no,189,yes,no,cellular,20,apr,45,1,154,1,failure,no
33261,28,blue-collar,single,secondary,no,1011,yes,no,cellular,20,apr,204,3,-1,0,unknown,no
33273,59,admin.,single,secondary,no,-423,yes,yes,cellular,20,apr,84,1,-1,0,unknown,no
33277,41,technician,married,tertiary,no,532,yes,no,cellular,20,apr,414,2,285,1,failure,no
33280,31,management,single,tertiary,no,775,yes,no,cellular,20,apr,207,1,308,2,failure,no
33286,32,management,single,tertiary,no,4262,yes,no,cellular,20,apr,246,1,152,1,failure,no
33290,44,blue-collar,married,secondary,yes,105,yes,no,cellular,20,apr,586,1,-1,0,unknown,yes
33298,38,admin.,single,unknown,no,31,no,no,cellular,20,apr,59,3,-1,0,unknown,no
33302,34,blue-collar,married,secondary,no,965,yes,no,cellular,20,apr,372,2,332,2,other,no
33311,37,blue-collar,married,primary,no,1941,yes,no,cellular,20,apr,151,2,-1,0,unknown,no
33312,55,management,divorced,tertiary,no,5253,yes,yes,cellular,20,apr,378,1,287,19,failure,no
33313,31,management,married,tertiary,no,491,yes,no,cellular,20,apr,15,1,326,1,other,no
33320,37,services,married,secondary,no,184,yes,no,cellular,20,apr,53,1,348,3,failure,no
33333,33,blue-collar,married,secondary,no,3458,yes,no,cellular,20,apr,54,1,-1,0,unknown,no
33336,56,services,married,secondary,no,159,yes,no,cellular,20,apr,132,3,-1,0,unknown,no
33339,28,blue-collar,married,primary,no,674,yes,no,telephone,20,apr,22,1,-1,0,unknown,no
33347,36,blue-collar,married,primary,no,4693,yes,no,cellular,20,apr,15,6,152,21,other,no
33349,32,management,married,tertiary,no,3154,no,no,cellular,20,apr,96,2,150,2,failure,no
33364,35,self-employed,married,secondary,no,598,yes,no,cellular,20,apr,245,1,-1,0,unknown,no
33371,35,admin.,single,secondary,no,424,yes,no,cellular,20,apr,23,4,-1,0,unknown,no
33376,37,admin.,divorced,tertiary,no,43,yes,no,cellular,20,apr,328,2,264,2,failure,no
33384,31,blue-collar,married,secondary,no,631,yes,no,cellular,20,apr,211,2,152,2,failure,no
33388,33,management,married,tertiary,no,864,yes,no,cellular,20,apr,170,1,235,19,failure,no
33390,32,management,single,tertiary,no,914,yes,no,cellular,20,apr,224,1,-1,0,unknown,no
33393,28,technician,single,tertiary,no,387,yes,no,cellular,20,apr,205,1,82,1,failure,yes
33402,33,management,single,tertiary,no,437,yes,no,cellular,20,apr,199,2,150,5,failure,no
33408,51,blue-collar,married,primary,no,1016,yes,no,cellular,20,apr,78,1,-1,0,unknown,no
33414,73,retired,divorced,tertiary,no,3203,no,no,cellular,20,apr,148,1,-1,0,unknown,yes
33422,34,management,married,tertiary,no,606,no,no,cellular,20,apr,97,1,-1,0,unknown,yes
33438,27,blue-collar,married,secondary,no,4333,no,no,cellular,20,apr,163,1,-1,0,unknown,yes
33440,44,services,married,secondary,no,1989,yes,yes,cellular,20,apr,106,2,-1,0,unknown,no
33442,38,entrepreneur,married,secondary,no,0,yes,yes,cellular,20,apr,305,2,154,1,failure,no
33458,33,blue-collar,single,primary,no,1,yes,no,cellular,20,apr,257,1,-1,0,unknown,no
33459,54,blue-collar,married,primary,no,433,yes,no,cellular,20,apr,252,5,-1,0,unknown,no
33465,37,blue-collar,married,secondary,no,509,yes,no,cellular,20,apr,172,1,-1,0,unknown,no
33468,31,admin.,married,secondary,no,1262,yes,no,cellular,20,apr,74,2,-1,0,unknown,no
33470,35,blue-collar,single,secondary,no,398,yes,no,cellular,20,apr,198,1,-1,0,unknown,no
33472,37,blue-collar,married,primary,no,250,yes,no,cellular,20,apr,239,3,347,1,failure,no
33475,44,blue-collar,married,unknown,no,3373,yes,no,cellular,20,apr,48,2,342,1,failure,no
33483,38,blue-collar,married,secondary,no,1205,yes,no,cellular,20,apr,45,4,153,1,failure,no
33485,34,blue-collar,single,secondary,no,375,yes,no,cellular,20,apr,55,1,-1,0,unknown,no
